UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
6419,M00419,M,297.9,308.6,1382,42.2,64,0,No Failure
6420,M00420,M,297.9,308.7,1360,42.2,73,0,No Failure
6421,M00421,M,297.9,308.7,1351,42.4,81,0,No Failure
6422,M00422,M,297.9,308.7,1343,42.4,88,0,No Failure
6423,M00423,M,297.9,308.6,1341,42.8,95,0,No Failure
6424,M00424,M,297.9,308.6,1350,42.9,101,0,No Failure
6425,M00425,M,297.8,308.5,1367,43.0,107,0,No Failure
6426,M00426,M,297.8,308.4,1383,43.2,113,0,No Failure
6427,M00427,M,297.8,308.3,1406,43.0,118,0,No Failure
6428,M00428,M,297.8,308.3,1440,42.9,124,0,No Failure
6429,M00429,M,297.9,308.3,1472,42.8,129,0,No Failure
6430,M00430,M,297.9,308.4,1500,42.5,135,0,No Failure
6431,M00431,M,298.0,308.4,1532,42.1,140,0,No Failure
6432,M00432,M,298.1,308.5,1553,41.3,146,0,No Failure
6433,M00433,M,298.2,308.7,1581,40.5,152,0,No Failure
6434,M00434,M,298.3,308.8,1603,39.4,159,0,No Failure
6435,M00435,M,298.4,308.9,1621,38.5,165,0,No Failure
6436,M00436,M,298.4,308.9,1647,37.7,171,0,No Failure
6437,M00437,M,298.4,309.0,1669,37.0,178,0,No Failure
6438,M00438,M,298.4,308.9,1690,36.6,185,0,No Failure
6439,M00439,M,298.3,308.8,1714,36.3,192,0,No Failure
6440,M00440,M,298.2,308.8,1736,36.2,200,0,No Failure
6441,M00441,M,298.1,308.7,1760,36.5,208,0,No Failure
6442,M00442,M,298.0,308.6,1782,36.4,217,0,No Failure
6443,M00443,M,297.8,308.3,1369,41.5,1,0,No Failure
6444,M00444,M,297.8,308.2,1438,41.9,7,0,No Failure
6445,M00445,M,297.8,308.2,1491,42.2,13,0,No Failure
6446,M00446,M,297.8,308.1,1555,42.2,17,0,No Failure
6447,M00447,M,297.9,308.2,1622,41.9,22,0,No Failure
6448,M00448,M,298.0,308.2,1675,40.7,27,0,No Failure
6449,M00449,M,298.1,308.2,1729,39.5,32,0,No Failure
6450,M00450,M,298.1,308.2,1770,37.7,39,0,No Failure
6451,M00451,M,298.2,308.2,1803,36.6,46,0,No Failure
6452,M00452,M,298.2,308.2,1824,35.3,55,0,No Failure
6453,M00453,M,298.2,308.2,1846,34.3,65,0,No Failure
6454,M00454,M,298.2,308.2,1853,33.8,75,0,No Failure
6455,M00455,M,298.1,308.3,1857,34.1,87,0,No Failure
6456,M00456,M,298.1,308.4,1849,34.8,99,0,No Failure
6457,M00457,M,298.1,308.5,1832,34.9,112,0,No Failure
6458,M00458,M,298.2,308.7,1806,35.8,125,0,No Failure
6459,M00459,M,298.2,308.8,1773,36.4,137,0,No Failure
6460,M00460,M,298.3,309.0,1733,36.9,149,0,No Failure
6461,M00461,M,298.4,309.1,1688,37.8,159,0,No Failure
6462,M00462,M,298.4,309.2,1639,38.4,168,0,No Failure
6463,M00463,M,298.4,309.2,1588,38.7,176,0,No Failure
6464,M00464,M,298.3,309.1,1534,39.2,182,0,No Failure
6465,M00465,M,298.2,308.9,1480,40.2,187,0,No Failure
6466,M00466,M,298.1,308.8,1428,41.4,192,0,No Failure
6467,M00467,M,298.0,308.6,1389,42.7,198,0,No Failure
6468,M00468,M,297.9,308.4,1344,44.3,206,0,No Failure
6469,M00469,M,297.8,308.3,1298,46.0,215,0,No Failure
6470,M00470,M,298.1,308.6,1401,44.6,3,0,No Failure
6471,M00471,M,298.1,308.5,1459,42.0,15,0,No Failure
6472,M00472,M,298.0,308.4,1521,40.1,32,0,No Failure
6473,M00473,M,298.0,308.3,1565,38.6,50,0,No Failure
6474,M00474,M,298.0,308.3,1617,37.8,70,0,No Failure
6475,M00475,M,298.0,308.4,1664,37.5,88,0,No Failure
6476,M00476,M,298.2,308.5,1684,37.6,103,0,No Failure
6477,M00477,M,298.3,308.5,1715,37.9,113,0,No Failure
6478,M00478,M,298.5,308.5,1725,38.1,121,0,No Failure
6479,M00479,M,298.6,308.5,1726,38.4,127,0,No Failure
6480,M00480,M,298.6,308.4,1718,38.6,132,0,No Failure
6481,M00481,M,298.5,308.2,1705,39.1,138,0,No Failure
6482,M00482,M,298.4,308.1,1682,39.4,146,0,No Failure
6483,M00483,M,298.3,308.1,1644,39.9,156,0,No Failure
6484,M00484,M,298.3,308.2,1616,39.9,167,0,No Failure
6485,M00485,M,298.5,308.2,1592,39.1,179,0,No Failure
6486,M00486,M,299.0,308.3,1573,37.7,191,0,No Failure
6487,M00487,M,299.3,308.4,1542,37.5,203,1,Tool Wear Failure
6488,M00488,M,299.1,308.5,1491,38.4,214,0,No Failure
6489,M00489,M,298.6,308.5,1439,40.6,222,0,No Failure
6490,M00490,M,298.3,307.8,1344,42.4,1,0,No Failure
6491,M00491,M,298.2,308.0,1415,40.8,12,0,No Failure
6492,M00492,M,298.2,308.1,1477,39.3,23,0,No Failure
6493,M00493,M,298.2,308.2,1544,38.0,32,0,No Failure
6494,M00494,M,298.2,308.2,1595,36.8,41,0,No Failure
6495,M00495,M,298.2,308.3,1657,36.0,48,0,No Failure
6496,M00496,M,298.2,308.3,1711,35.4,55,0,No Failure
6497,M00497,M,298.2,308.4,1755,35.4,61,0,No Failure
6498,M00498,M,298.3,308.5,1791,35.0,66,0,No Failure
6499,M00499,M,298.4,308.7,1809,34.7,71,0,No Failure
6500,M00500,M,298.5,308.9,1827,34.4,76,0,No Failure
6501,M00501,M,298.6,309.0,1831,34.0,81,0,No Failure
6502,M00502,M,298.6,309.1,1825,33.6,86,0,No Failure
6503,M00503,M,298.6,309.1,1811,33.3,93,0,No Failure
6504,M00504,M,298.6,309.0,1789,33.1,101,0,No Failure
6505,M00505,M,298.5,308.8,1757,33.1,110,0,No Failure
6506,M00506,M,298.4,308.5,1723,33.8,120,0,No Failure
6507,M00507,M,298.3,308.2,1672,34.3,129,0,No Failure
6508,M00508,M,298.1,307.9,1622,35.7,139,0,No Failure
6509,M00509,M,298.0,307.7,1570,36.8,148,0,No Failure
6510,M00510,M,298.0,307.6,1522,38.1,157,0,No Failure
6511,M00511,M,298.0,307.5,1471,39.8,165,0,No Failure
6512,M00512,M,298.0,307.6,1425,41.6,173,0,No Failure
6513,M00513,M,298.0,307.7,1386,43.0,181,0,No Failure
6514,M00514,M,298.1,307.8,1343,44.9,190,0,No Failure
6515,M00515,M,298.2,307.7,1392,44.5,0,0,No Failure
6516,M00516,M,298.2,307.6,1456,42.4,14,0,No Failure
6517,M00517,M,298.2,307.5,1521,40.3,26,0,No Failure
6518,M00518,M,298.2,307.7,1579,38.7,37,0,No Failure
6519,M00519,M,298.3,307.9,1633,38.3,47,0,No Failure
6520,M00520,M,298.4,308.2,1677,38.4,56,0,No Failure
6521,M00521,M,298.5,308.4,1713,38.5,64,0,No Failure
6522,M00522,M,298.5,308.7,1748,39.1,72,0,No Failure
6523,M00523,M,298.5,308.8,1765,39.5,79,0,No Failure
6524,M00524,M,298.5,308.9,1774,39.3,86,0,No Failure
6525,M00525,M,298.4,308.8,1767,39.4,94,0,No Failure
6526,M00526,M,298.4,308.7,1756,39.2,102,0,No Failure
6527,M00527,M,298.4,308.6,1737,38.8,112,0,No Failure
6528,M00528,M,298.4,308.4,1706,38.5,122,0,No Failure
6529,M00529,M,298.4,308.4,1673,38.4,133,0,No Failure
6530,M00530,M,298.4,308.3,1624,37.8,145,0,No Failure
6531,M00531,M,298.4,308.3,1573,38.3,156,0,No Failure
6532,M00532,M,298.4,308.2,1527,38.3,166,0,No Failure
6533,M00533,M,298.3,308.1,1476,39.5,176,0,No Failure
6534,M00534,M,298.3,308.0,1426,40.2,184,0,No Failure
6535,M00535,M,298.2,307.8,1386,41.3,192,0,No Failure
6536,M00536,M,298.2,307.6,1341,43.6,199,0,No Failure
6537,M00537,M,298.2,308.0,1501,43.1,1,0,No Failure
6538,M00538,M,298.2,308.1,1521,46.0,5,0,No Failure
6539,M00539,M,298.1,308.1,1503,52.6,10,0,No Failure
6540,M00540,M,298.1,308.2,1452,60.4,15,0,No Failure
6541,M00541,M,298.1,308.2,1420,63.9,19,1,Power Failure
6542,M00542,M,298.2,308.3,1425,60.3,24,0,No Failure
6543,M00543,M,298.4,308.4,1454,52.6,29,0,No Failure
6544,M00544,M,298.5,308.4,1466,45.9,33,0,No Failure
6545,M00545,M,298.6,308.4,1439,42.4,36,0,No Failure
6546,M00546,M,298.6,308.3,1410,41.8,40,0,No Failure
6547,M00547,M,298.6,308.3,1401,41.5,43,0,No Failure
6548,M00548,M,298.7,308.2,1426,41.4,47,0,No Failure
6549,M00549,M,298.7,308.2,1473,40.8,54,0,No Failure
6550,M00550,M,298.7,308.2,1530,39.9,62,0,No Failure
6551,M00551,M,298.7,308.2,1591,39.1,73,0,No Failure
6552,M00552,M,298.7,308.3,1641,38.3,88,0,No Failure
6553,M00553,M,298.6,308.3,1663,38.3,103,0,No Failure
6554,M00554,M,298.6,308.3,1657,38.6,121,0,No Failure
6555,M00555,M,298.5,308.3,1620,39.1,138,0,No Failure
6556,M00556,M,298.4,308.2,1567,40.0,154,0,No Failure
6557,M00557,M,298.3,308.1,1511,41.2,167,0,No Failure
6558,M00558,M,298.2,308.0,1463,41.9,177,0,No Failure
6559,M00559,M,298.2,308.0,1425,42.1,183,0,No Failure
6560,M00560,M,298.2,307.9,1400,41.1,188,0,No Failure
6561,M00561,M,298.3,307.9,1387,39.4,193,0,No Failure
6562,M00562,M,298.4,308.0,1416,38.2,198,1,Tool Wear Failure
6563,M00563,M,298.4,308.1,1486,38.3,206,0,No Failure
6564,M00564,M,298.5,307.8,1494,39.2,3,0,No Failure
6565,M00565,M,298.5,307.8,1603,39.2,16,0,No Failure
6566,M00566,M,298.5,307.9,1672,39.1,28,0,No Failure
6567,M00567,M,298.5,308.0,1710,39.1,40,0,No Failure
6568,M00568,M,298.6,308.2,1701,39.5,52,0,No Failure
6569,M00569,M,298.7,308.4,1643,40.1,64,0,No Failure
6570,M00570,M,298.7,308.5,1571,41.2,75,0,No Failure
6571,M00571,M,298.8,308.6,1482,42.7,85,0,No Failure
6572,M00572,M,298.9,308.6,1410,43.5,93,0,No Failure
6573,M00573,M,298.9,308.6,1377,44.1,101,0,No Failure
6574,M00574,M,298.9,308.5,1395,43.4,107,0,No Failure
6575,M00575,M,298.8,308.5,1453,42.9,113,0,No Failure
6576,M00576,M,298.8,308.5,1529,41.7,120,0,No Failure
6577,M00577,M,298.7,308.4,1604,40.2,126,0,No Failure
6578,M00578,M,298.6,308.4,1667,39.2,133,0,No Failure
6579,M00579,M,298.6,308.5,1686,38.5,141,0,No Failure
6580,M00580,M,298.5,308.5,1662,38.8,148,0,No Failure
6581,M00581,M,298.5,308.5,1601,39.2,156,0,No Failure
6582,M00582,M,298.5,308.5,1526,39.8,163,0,No Failure
6583,M00583,M,298.5,308.4,1459,40.3,170,0,No Failure
6584,M00584,M,298.4,308.2,1407,41.2,176,0,No Failure
6585,M00585,M,298.4,308.0,1394,41.4,182,0,No Failure
6586,M00586,M,298.4,307.9,1425,41.4,187,0,No Failure
6587,M00587,M,298.4,307.8,1479,41.5,193,0,No Failure
6588,M00588,M,298.4,307.7,1547,41.2,198,0,No Failure
6589,M00589,M,298.4,307.8,1420,42.2,1,0,No Failure
6590,M00590,M,298.4,307.9,1461,41.6,11,0,No Failure
6591,M00591,M,298.4,308.1,1509,40.8,21,0,No Failure
6592,M00592,M,298.4,308.3,1540,40.1,31,0,No Failure
6593,M00593,M,298.5,308.5,1581,39.0,42,0,No Failure
6594,M00594,M,298.6,308.6,1610,38.2,52,0,No Failure
6595,M00595,M,298.7,308.7,1646,37.1,60,0,No Failure
6596,M00596,M,298.8,308.8,1673,36.7,68,0,No Failure
6597,M00597,M,298.9,308.8,1686,35.8,74,0,No Failure
6598,M00598,M,298.9,308.8,1698,35.4,79,0,No Failure
6599,M00599,M,298.9,308.8,1702,35.3,84,0,No Failure
6600,M00600,M,298.9,308.7,1698,36.1,90,0,No Failure
6601,M00601,M,298.9,308.7,1689,37.1,97,0,No Failure
6602,M00602,M,298.9,308.7,1674,38.0,106,0,No Failure
6603,M00603,M,299.0,308.7,1660,39.5,116,0,No Failure
6604,M00604,M,299.0,308.6,1633,40.6,128,0,No Failure
6605,M00605,M,299.0,308.5,1603,41.5,140,0,No Failure
6606,M00606,M,299.0,308.4,1572,42.2,153,0,No Failure
6607,M00607,M,299.0,308.2,1541,43.0,165,0,No Failure
6608,M00608,M,298.9,308.1,1502,43.6,176,0,No Failure
6609,M00609,M,298.8,307.9,1476,43.4,185,0,No Failure
6610,M00610,M,298.6,307.8,1448,43.1,194,0,No Failure
6611,M00611,M,298.5,307.7,1416,43.0,202,0,No Failure
6612,M00612,M,298.4,307.8,1381,42.4,209,0,No Failure
6613,M00613,M,299.0,308.7,1541,40.8,0,0,No Failure
6614,M00614,M,299.0,308.9,1648,39.4,18,0,No Failure
6615,M00615,M,298.9,308.9,1731,38.8,36,0,No Failure
6616,M00616,M,298.9,308.8,1748,39.0,54,0,No Failure
6617,M00617,M,298.9,308.7,1692,40.6,71,0,No Failure
6618,M00618,M,298.9,308.6,1571,42.9,87,0,No Failure
6619,M00619,M,299.0,308.5,1443,44.4,99,0,No Failure
6620,M00620,M,299.1,308.4,1360,46.3,109,0,No Failure
6621,M00621,M,299.3,308.4,1350,46.2,116,0,No Failure
6622,M00622,M,299.3,308.5,1416,44.8,121,0,No Failure
6623,M00623,M,299.3,308.5,1521,42.4,128,0,No Failure
6624,M00624,M,299.2,308.5,1634,40.2,136,0,No Failure
6625,M00625,M,299.0,308.5,1699,38.7,147,0,No Failure
6626,M00626,M,298.8,308.4,1694,38.4,160,0,No Failure
6627,M00627,M,298.6,308.3,1625,39.2,173,0,No Failure
6628,M00628,M,298.6,308.2,1523,40.7,186,0,No Failure
6629,M00629,M,298.6,308.2,1431,41.5,197,0,No Failure
6630,M00630,M,298.7,308.3,1405,40.6,205,0,No Failure
6631,M00631,M,299.1,308.6,1517,35.8,212,0,No Failure
6632,M00632,M,299.4,308.9,1714,28.0,218,0,No Failure
6633,M00633,M,299.6,309.2,1867,23.4,225,1,Tool Wear Failure
6634,M00634,M,299.2,308.2,1526,31.8,3,0,No Failure
6635,M00635,M,298.9,308.0,1511,36.9,14,0,No Failure
6636,M00636,M,298.8,307.9,1522,40.1,27,0,No Failure
6637,M00637,M,298.8,308.0,1588,40.4,41,0,No Failure
6638,M00638,M,299.0,308.2,1655,40.1,55,0,No Failure
6639,M00639,M,299.1,308.5,1712,39.5,69,0,No Failure
6640,M00640,M,299.3,308.7,1751,39.0,83,0,No Failure
6641,M00641,M,299.5,308.8,1778,39.0,94,0,No Failure
6642,M00642,M,299.5,309.0,1793,38.9,103,0,No Failure
6643,M00643,M,299.6,309.0,1804,38.9,110,0,No Failure
6644,M00644,M,299.6,309.0,1803,38.7,115,0,No Failure
6645,M00645,M,299.5,309.0,1812,38.4,120,0,No Failure
6646,M00646,M,299.4,309.0,1813,38.4,123,0,No Failure
6647,M00647,M,299.3,309.0,1808,38.1,127,0,No Failure
6648,M00648,M,299.1,309.0,1799,37.9,131,0,No Failure
6649,M00649,M,299.1,309.0,1787,37.9,136,0,No Failure
6650,M00650,M,299.0,309.0,1768,37.9,142,0,No Failure
6651,M00651,M,298.9,309.0,1735,38.0,148,0,No Failure
6652,M00652,M,298.9,309.0,1702,38.5,155,0,No Failure
6653,M00653,M,298.9,308.9,1670,39.0,161,0,No Failure
6654,M00654,M,298.9,308.8,1615,39.7,168,0,No Failure
6655,M00655,M,298.9,308.6,1560,40.3,174,0,No Failure
6656,M00656,M,298.8,308.4,1484,41.2,180,0,No Failure
6657,M00657,M,298.7,308.2,1410,41.8,187,0,No Failure
6658,M00658,M,298.7,308.0,1327,42.5,194,0,No Failure
6659,M00659,M,298.6,307.8,1241,43.5,203,0,No Failure
6660,M00660,M,299.1,308.8,1279,45.0,1,0,No Failure
6661,M00661,M,299.1,308.6,1379,41.8,16,0,No Failure
6662,M00662,M,299.1,308.5,1485,39.7,28,0,No Failure
6663,M00663,M,299.1,308.3,1565,37.7,39,0,No Failure
6664,M00664,M,299.1,308.2,1629,36.7,48,0,No Failure
6665,M00665,M,299.1,308.2,1682,36.3,55,0,No Failure
6666,M00666,M,299.1,308.2,1716,36.9,61,0,No Failure
6667,M00667,M,299.1,308.3,1730,37.7,66,0,No Failure
6668,M00668,M,299.2,308.4,1743,38.8,71,0,No Failure
6669,M00669,M,299.3,308.6,1760,39.3,75,0,No Failure
6670,M00670,M,299.4,308.7,1759,39.7,79,0,No Failure
6671,M00671,M,299.5,308.8,1765,39.7,84,0,No Failure
6672,M00672,M,299.5,308.9,1761,39.6,90,0,No Failure
6673,M00673,M,299.5,308.9,1756,39.0,98,0,No Failure
6674,M00674,M,299.5,308.9,1748,38.6,108,0,No Failure
6675,M00675,M,299.4,308.9,1739,38.2,119,0,No Failure
6676,M00676,M,299.2,308.9,1710,37.6,131,0,No Failure
6677,M00677,M,299.1,308.9,1691,37.6,143,0,No Failure
6678,M00678,M,299.0,308.9,1655,37.5,154,0,No Failure
6679,M00679,M,298.9,309.0,1615,37.7,165,0,No Failure
6680,M00680,M,298.9,309.0,1563,38.8,174,0,No Failure
6681,M00681,M,298.9,309.0,1504,40.1,183,0,No Failure
6682,M00682,M,299.0,309.0,1432,41.8,192,0,No Failure
6683,M00683,M,299.0,308.9,1371,43.9,202,0,No Failure
6684,M00684,M,299.1,308.8,1300,46.2,215,0,No Failure
6685,M00685,M,299.5,308.7,1335,44.9,5,0,No Failure
6686,M00686,M,299.4,308.8,1406,42.6,13,0,No Failure
6687,M00687,M,299.4,308.8,1472,40.4,20,0,No Failure
6688,M00688,M,299.2,308.8,1543,38.9,26,0,No Failure
6689,M00689,M,299.1,308.8,1593,38.0,32,0,No Failure
6690,M00690,M,299.0,308.8,1652,38.1,37,0,No Failure
6691,M00691,M,299.0,308.7,1697,38.5,42,0,No Failure
6692,M00692,M,299.0,308.7,1727,39.3,47,0,No Failure
6693,M00693,M,299.0,308.7,1755,39.7,52,0,No Failure
6694,M00694,M,299.1,308.8,1779,40.1,57,0,No Failure
6695,M00695,M,299.2,309.0,1790,40.0,64,0,No Failure
6696,M00696,M,299.3,309.1,1792,39.4,71,0,No Failure
6697,M00697,M,299.4,309.2,1776,38.6,80,0,No Failure
6698,M00698,M,299.4,309.2,1760,38.0,90,0,No Failure
6699,M00699,M,299.4,309.2,1735,37.2,101,0,No Failure
6700,M00700,M,299.4,309.1,1696,36.3,113,0,No Failure
6701,M00701,M,299.4,308.9,1652,35.9,126,0,No Failure
6702,M00702,M,299.4,308.7,1609,35.6,138,0,No Failure
6703,M00703,M,299.4,308.5,1557,36.2,149,0,No Failure
6704,M00704,M,299.4,308.4,1501,36.6,159,0,No Failure
6705,M00705,M,299.4,308.4,1450,38.7,168,0,No Failure
6706,M00706,M,299.5,308.4,1408,41.3,174,0,No Failure
6707,M00707,M,299.5,308.5,1364,44.1,180,0,No Failure
6708,M00708,M,299.5,308.6,1314,47.5,185,0,No Failure
6709,M00709,M,299.7,308.9,1369,45.5,1,0,No Failure
6710,M00710,M,299.6,308.9,1433,44.5,14,0,No Failure
6711,M00711,M,299.6,308.8,1489,44.5,28,0,No Failure
6712,M00712,M,299.5,308.8,1543,43.8,43,0,No Failure
6713,M00713,M,299.4,308.7,1588,43.1,58,0,No Failure
6714,M00714,M,299.3,308.6,1612,42.1,72,0,No Failure
6715,M00715,M,299.2,308.6,1641,41.2,87,0,No Failure
6716,M00716,M,299.2,308.6,1650,40.3,99,0,No Failure
6717,M00717,M,299.2,308.7,1661,38.8,111,0,No Failure
6718,M00718,M,299.2,308.8,1667,37.8,121,0,No Failure
6719,M00719,M,299.3,308.9,1673,36.9,130,0,No Failure
6720,M00720,M,299.3,309.0,1673,36.4,138,0,No Failure
6721,M00721,M,299.3,309.1,1670,35.8,145,0,No Failure
6722,M00722,M,299.4,309.1,1668,35.5,152,0,No Failure
6723,M00723,M,299.4,309.1,1661,35.6,158,0,No Failure
6724,M00724,M,299.4,309.1,1656,36.6,165,0,No Failure
6725,M00725,M,299.3,309.0,1638,38.0,171,0,No Failure
6726,M00726,M,299.4,308.9,1623,40.1,178,0,No Failure
6727,M00727,M,299.4,308.9,1602,42.1,186,0,No Failure
6728,M00728,M,299.4,308.9,1577,43.5,193,0,No Failure
6729,M00729,M,299.5,308.9,1537,44.6,201,0,No Failure
6730,M00730,M,299.6,309.0,1500,44.4,208,0,No Failure
6731,M00731,M,299.7,309.2,1455,43.2,215,0,No Failure
6732,M00732,M,299.7,309.3,1399,41.9,221,1,Tool Wear Failure
6733,M00733,M,299.7,309.2,1360,41.7,225,0,No Failure
6734,M00734,M,299.2,308.2,1695,38.7,3,0,No Failure
6735,M00735,M,299.3,308.3,1594,41.5,18,0,No Failure
6736,M00736,M,299.4,308.5,1506,44.0,32,0,No Failure
6737,M00737,M,299.6,308.9,1420,45.0,44,0,No Failure
6738,M00738,M,299.7,309.3,1371,45.5,54,0,No Failure
6739,M00739,M,299.7,309.6,1338,45.4,63,0,No Failure
6740,M00740,M,299.8,309.7,1323,44.6,71,0,No Failure
6741,M00741,M,299.8,309.7,1337,44.2,78,0,No Failure
6742,M00742,M,299.8,309.6,1368,43.2,84,0,No Failure
6743,M00743,M,299.8,309.5,1408,42.2,91,0,No Failure
6744,M00744,M,299.8,309.4,1457,41.1,98,0,No Failure
6745,M00745,M,299.7,309.2,1509,40.6,107,0,No Failure
6746,M00746,M,299.6,309.1,1548,40.4,118,0,No Failure
6747,M00747,M,299.4,308.9,1588,40.3,132,0,No Failure
6748,M00748,M,299.3,308.6,1624,40.6,148,0,No Failure
6749,M00749,M,299.2,308.3,1661,40.2,166,0,No Failure
6750,M00750,M,299.1,308.1,1691,39.8,183,0,No Failure
6751,M00751,M,299.2,308.1,1737,39.1,199,0,No Failure
6752,M00752,M,299.5,309.0,1661,36.8,1,0,No Failure
6753,M00753,M,299.5,309.0,1597,38.5,8,0,No Failure
6754,M00754,M,299.6,309.1,1549,40.1,19,0,No Failure
6755,M00755,M,299.6,309.1,1504,41.6,32,0,No Failure
6756,M00756,M,299.8,309.3,1455,42.8,48,0,No Failure
6757,M00757,M,299.9,309.4,1421,43.6,63,0,No Failure
6758,M00758,M,300.0,309.5,1393,44.2,78,0,No Failure
6759,M00759,M,300.0,309.5,1383,44.9,91,0,No Failure
6760,M00760,M,300.0,309.4,1375,45.4,102,0,No Failure
6761,M00761,M,299.9,309.3,1381,45.7,110,0,No Failure
6762,M00762,M,299.8,309.1,1394,46.1,117,0,No Failure
6763,M00763,M,299.7,308.9,1409,46.2,123,0,No Failure
6764,M00764,M,299.6,308.7,1433,45.8,129,0,No Failure
6765,M00765,M,299.5,308.6,1460,46.0,136,0,No Failure
6766,M00766,M,299.5,308.7,1488,45.1,144,0,No Failure
6767,M00767,M,299.5,308.7,1514,44.0,153,0,No Failure
6768,M00768,M,299.5,308.9,1532,43.0,163,0,No Failure
6769,M00769,M,299.4,309.0,1542,42.9,173,0,No Failure
6770,M00770,M,299.1,309.0,1536,45.0,182,0,No Failure
6771,M00771,M,298.4,308.8,1494,50.4,191,0,No Failure
6772,M00772,M,297.7,308.5,1452,56.9,199,0,No Failure
6773,M00773,M,297.3,308.3,1459,59.6,207,1,Power Failure
6774,M00774,M,297.6,308.3,1506,55.9,214,0,No Failure
6775,M00775,M,298.3,308.5,1571,48.6,221,0,No Failure
6776,M00776,M,299.0,308.6,1299,48.7,0,0,No Failure
6777,M00777,M,299.4,308.6,1412,44.6,10,0,No Failure
6778,M00778,M,299.6,308.6,1495,43.2,21,0,No Failure
6779,M00779,M,299.7,308.8,1568,41.7,33,0,No Failure
6780,M00780,M,299.8,309.0,1630,40.9,47,0,No Failure
6781,M00781,M,300.0,309.2,1682,39.7,61,0,No Failure
6782,M00782,M,300.1,309.4,1730,38.3,74,0,No Failure
6783,M00783,M,300.1,309.5,1768,37.2,86,0,No Failure
6784,M00784,M,300.1,309.5,1787,36.2,97,0,No Failure
6785,M00785,M,300.1,309.5,1798,35.7,106,0,No Failure
6786,M00786,M,300.0,309.4,1803,35.5,115,0,No Failure
6787,M00787,M,299.9,309.3,1787,35.9,122,0,No Failure
6788,M00788,M,299.8,309.2,1769,36.4,129,0,No Failure
6789,M00789,M,299.8,309.3,1735,37.3,136,0,No Failure
6790,M00790,M,299.8,309.3,1688,38.3,142,0,No Failure
6791,M00791,M,299.8,309.4,1636,39.6,150,0,No Failure
6792,M00792,M,299.9,309.5,1585,40.7,159,0,No Failure
6793,M00793,M,299.9,309.5,1523,41.8,170,0,No Failure
6794,M00794,M,299.8,309.4,1470,42.4,181,0,No Failure
6795,M00795,M,299.8,309.2,1415,42.5,191,0,No Failure
6796,M00796,M,299.7,309.0,1367,42.9,200,0,No Failure
6797,M00797,M,299.6,308.8,1313,42.8,205,0,No Failure
6798,M00798,M,299.7,309.4,1727,35.3,0,0,No Failure
6799,M00799,M,299.6,309.4,1661,37.5,7,0,No Failure
6800,M00800,M,299.5,309.3,1595,39.4,16,0,No Failure
6801,M00801,M,299.5,309.2,1530,41.1,27,0,No Failure
6802,M00802,M,299.5,309.2,1470,42.6,39,0,No Failure
6803,M00803,M,299.6,309.1,1422,44.0,52,0,No Failure
6804,M00804,M,299.7,309.1,1374,44.7,65,0,No Failure
6805,M00805,M,299.8,309.1,1336,45.4,78,0,No Failure
6806,M00806,M,299.8,309.0,1301,45.9,90,0,No Failure
6807,M00807,M,299.9,309.0,1270,46.4,100,0,No Failure
6808,M00808,M,300.0,309.1,1243,46.6,108,0,No Failure
6809,M00809,M,300.1,309.1,1228,46.4,115,0,No Failure
6810,M00810,M,300.1,309.1,1221,46.3,120,0,No Failure
6811,M00811,M,300.2,309.2,1223,46.9,123,0,No Failure
6812,M00812,M,300.2,309.3,1230,48.1,126,0,No Failure
6813,M00813,M,300.2,309.7,1247,51.3,128,0,No Failure
6814,M00814,M,300.2,310.3,1288,56.5,131,0,No Failure
6815,M00815,M,300.3,310.9,1342,62.7,133,0,No Failure
6816,M00816,M,300.3,311.2,1381,65.2,136,1,Power Failure
6817,M00817,M,300.3,311.0,1399,61.6,140,0,No Failure
6818,M00818,M,300.4,310.4,1408,54.5,145,0,No Failure
6819,M00819,M,300.4,309.9,1427,48.1,151,0,No Failure
6820,M00820,M,300.4,309.7,1461,44.1,158,0,No Failure
6821,M00821,M,300.4,309.6,1500,42.4,165,0,No Failure
6822,M00822,M,300.3,309.6,1545,41.0,174,0,No Failure
6823,M00823,M,300.3,309.6,1589,39.9,184,0,No Failure
6824,M00824,M,300.2,309.6,1629,38.8,194,0,No Failure
6825,M00825,M,300.0,309.6,1674,37.8,203,0,No Failure
6826,M00826,M,299.9,309.5,1716,37.3,212,0,No Failure
6827,M00827,M,299.8,309.5,1747,35.9,221,0,No Failure
6828,M00828,M,299.7,309.4,1790,35.2,228,0,No Failure
6829,M00829,M,300.3,309.2,1289,46.7,2,0,No Failure
6830,M00830,M,300.2,309.1,1370,44.5,7,0,No Failure
6831,M00831,M,300.1,309.0,1447,42.1,11,0,No Failure
6832,M00832,M,300.1,308.9,1516,40.6,16,0,No Failure
6833,M00833,M,300.0,308.9,1580,38.7,20,0,No Failure
6834,M00834,M,300.0,308.9,1633,37.9,25,0,No Failure
6835,M00835,M,300.0,308.9,1670,37.2,29,0,No Failure
6836,M00836,M,300.0,308.9,1708,36.8,34,0,No Failure
6837,M00837,M,300.0,309.0,1723,36.7,39,0,No Failure
6838,M00838,M,300.1,309.0,1734,36.4,44,0,No Failure
6839,M00839,M,300.1,309.1,1745,36.7,50,0,No Failure
